Subject;Test;DeltaOz;ThetaOz;AlphaOz;BetaOz;DeltaO1O2;ThetaO1O2;AlphaO1O2;BetaO1O2;DeltaPO;ThetaPO;AlphaPO;BetaPO;DeltaPOL;ThetaPOL;AlphaPOL;BetaPOL;DeltaPOR;ThetaPOR;AlphaPOR;BetaPOR
S20;Reposo_EEG _AO;0.424227998;0.268283831;0.162228582;0.144378231;0.190849231;0.210749147;0.286036239;0.310873717;0.162158489;0.164969255;0.306319458;0.363862799;0.193218336;0.196198731;0.312541768;0.296321807;0.200029168;0.196982285;0.281289381;0.319354446
S21;Reposo_EEG _AO;0.308021815;0.316708603;0.183321884;0.187710672;0.178013569;0.236581216;0.245952148;0.332943564;0.151947577;0.207101231;0.222328381;0.409615284;0.158847133;0.250874069;0.265052633;0.319797216;0.181124166;0.243128732;0.24531405;0.322421315
S22;Reposo_EEG _AO;0.22033672;0.201525427;0.129016347;0.429747419;0.172355003;0.19718176;0.213314018;0.404489763;0.187145384;0.209479778;0.260739486;0.336921068;0.158832162;0.208674794;0.213601875;0.406181861;0.18766832;0.188057139;0.221803165;0.390343951
S24;Reposo_EEG _AO;0.239411385;0.328904913;0.241296463;0.18863771;0.222933535;0.321719308;0.234109027;0.219468634;0.260652103;0.317073815;0.215585648;0.204590926;0.201356642;0.317912979;0.255032042;0.223349041;0.244646742;0.305201901;0.246683403;0.201302251
S26;Reposo_EEG _AO;0.144811569;0.308471197;0.290405214;0.252100185;0.072116298;0.29732045;0.39636979;0.230583083;0.100823281;0.30358784;0.393840829;0.198558663;0.074167124;0.271583446;0.399806974;0.249605863;0.109530307;0.274548903;0.415838521;0.197549006
S27;Reposo_EEG _AO;0.155525433;0.379507788;0.243179621;0.219251247;0.094900058;0.49244388;0.267891912;0.143591418;0.072882574;0.56576444;0.254691971;0.105828315;0.094086359;0.455256154;0.305983998;0.143513822;0.074378361;0.474608718;0.301712054;0.147975831
S28;Reposo_EEG _AO;0.357907058;0.310736037;0.17287582;0.155866076;0.253159888;0.195014855;0.318160157;0.230258451;0.254794501;0.178564349;0.326357071;0.237853186;0.259583003;0.212202737;0.298743528;0.227190318;0.18009432;0.142443676;0.396931457;0.27797289
S29;Reposo_EEG _AO;0.162714701;0.193922579;0.367522353;0.266157547;0.113398062;0.132805041;0.565708523;0.183747343;0.188666265;0.143961066;0.526493874;0.13787755;0.116664995;0.15128762;0.534778667;0.191421929;0.086129492;0.107252473;0.632310932;0.170977606
S30;Reposo_EEG _AO;0.099574717;0.21903878;0.30496989;0.373057443;0.091883546;0.188952198;0.317099511;0.398345044;0.096598377;0.159509889;0.377049915;0.363093449;0.08155255;0.1687108;0.370912972;0.376304761;0.074777177;0.144413646;0.413370038;0.364318229
S31;Reposo_EEG _AO;0.332572975;0.221793754;0.178524881;0.263416601;0.334134925;0.253452688;0.179672731;0.229265689;0.312574947;0.331330838;0.168365014;0.184650839;0.305941998;0.274655316;0.169498136;0.246639191;0.293704881;0.292432279;0.190756976;0.219160607
S32;Reposo_EEG _AO;0.135092203;0.264566946;0.300307173;0.297525903;0.164368608;0.202269716;0.340622026;0.290698044;0.201803739;0.216586929;0.322852749;0.256694475;0.164499929;0.189583082;0.35943915;0.284081795;0.151218329;0.215857804;0.34166998;0.288898651
S33;Reposo_EEG _AO;0.127308335;0.148879039;0.293399001;0.425481378;0.097993881;0.124187806;0.344888809;0.427037722;0.13963132;0.152694548;0.294331841;0.406395372;0.095867018;0.137260826;0.292894315;0.468400875;0.082790559;0.125619713;0.395574073;0.388919752
S34;Reposo_EEG _AO;0.045399437;0.076905082;0.781278527;0.095307921;0.029325331;0.060538655;0.825452489;0.084162542;0.04226225;0.082444504;0.792117376;0.082714977;0.031528015;0.07284087;0.804253536;0.090739986;0.029296439;0.067189163;0.815374907;0.087460544
S36;Reposo_EEG _AO;0.178046755;0.200275421;0.28473756;0.328809057;0.2510358;0.211632408;0.363423432;0.169487363;0.310388454;0.238202976;0.333418861;0.1144945;0.208199975;0.203695653;0.410168275;0.174041938;0.20858304;0.182972652;0.366319627;0.233057397
S37;Reposo_EEG _AO;0.247093116;0.228397806;0.246316715;0.276595017;0.189725665;0.18534389;0.316764982;0.306744023;0.171368939;0.186150842;0.345894947;0.295038488;0.184619249;0.189236714;0.318046917;0.306695608;0.156167791;0.164127633;0.34313527;0.335083288
S2;Reposo_EEG;0.084274014;0.201487068;0.537996972;0.169335418;0.069030264;0.131210451;0.590972933;0.200204766;0.072147971;0.109768218;0.594885797;0.214555509;0.062187389;0.120997046;0.573040757;0.232266151;0.068567234;0.111963024;0.670300946;0.145218454
S3;Reposo_EEG;0.129752836;0.141818082;0.294098256;0.432593025;0.105326067;0.132403893;0.278378404;0.481521348;0.115038311;0.122314911;0.286978031;0.472940926;0.110094479;0.116783947;0.298931301;0.471989;0.080700624;0.118565868;0.322477922;0.475892618
S5;Reposo_EEG;0.058222969;0.080276474;0.509030069;0.350691699;0.069633325;0.081479043;0.492206397;0.354887236;0.101530297;0.105112813;0.463702107;0.32786402;0.067520677;0.075908188;0.48916576;0.364947241;0.072784084;0.083950598;0.519846535;0.322242658
S6;Reposo_EEG;0.072897328;0.12568435;0.60266697;0.19572306;0.04788344;0.110856753;0.582124157;0.25316228;0.051565874;0.109542341;0.566956012;0.265748812;0.056288905;0.113465391;0.549672512;0.273485164;0.035139566;0.082018473;0.676232575;0.201832527
S7;Reposo_EEG;0.195539237;0.253267508;0.347262422;0.200275812;0.091141657;0.220715077;0.368952016;0.314429454;0.121071866;0.182030077;0.300320125;0.38722195;0.187584752;0.224105646;0.308748788;0.27588741;0.15036833;0.182743005;0.356199943;0.304559825
S10;Reposo_EEG;0.046024186;0.105495539;0.740327578;0.105825812;0.049808872;0.077252211;0.729788469;0.139597451;0.065375838;0.080526231;0.699697254;0.150334714;0.046026187;0.071993556;0.754244763;0.12462115;0.048898875;0.074528517;0.742697584;0.130524745
S13;Reposo_EEG;0.205198193;0.222247612;0.185734879;0.382843269;0.175149074;0.176624066;0.207953411;0.43653499;0.184607654;0.204058495;0.201741109;0.40583096;0.195857634;0.172661759;0.199217296;0.428344172;0.185229591;0.179803193;0.188590645;0.442794514
S14;Reposo_EEG;0.123002082;0.142456723;0.58786154;0.145013898;0.11123515;0.112794808;0.593687731;0.179632783;0.099443084;0.099083354;0.583171626;0.214779568;0.088403754;0.096668765;0.601725299;0.210329224;0.092048957;0.11234411;0.626354141;0.166922519
S15;Reposo_EEG;0.035499593;0.080759879;0.75632748;0.125534594;0.025144715;0.06433802;0.76873096;0.139406255;0.031239329;0.067398591;0.768606115;0.130960666;0.027090603;0.066511541;0.778304098;0.125944499;0.024321785;0.070845954;0.769485062;0.133757413
S16;Reposo_EEG;0.134461145;0.163576543;0.52949572;0.170416137;0.070174534;0.126091634;0.574502279;0.224427731;0.057810872;0.116945868;0.596025058;0.223470816;0.07448564;0.127096002;0.582062343;0.211151803;0.045667606;0.095339775;0.661639766;0.193635539
S18;Reposo_EEG;0.155612236;0.276217385;0.296412815;0.268988361;0.121803385;0.221344557;0.316563319;0.335844515;0.128436339;0.210779161;0.32407976;0.332117003;0.100113673;0.220423736;0.363145606;0.312531728;0.121654201;0.185267784;0.353834449;0.336226083
S19;Reposo_EEG;0.103513269;0.230890014;0.533972493;0.129876276;0.081523626;0.205851259;0.579687108;0.131299188;0.070423092;0.208664055;0.585607206;0.13324467;0.075896006;0.212717135;0.558711271;0.150703873;0.071426721;0.211525628;0.590173673;0.125530215
S20;Reposo_EEG;0.097505912;0.103204504;0.670500556;0.128141749;0.076903466;0.06194811;0.719899833;0.140695415;0.051340183;0.051545351;0.756723306;0.139754503;0.046130787;0.051075234;0.760819795;0.141365929;0.031232099;0.037581742;0.799591947;0.131166242
S21;Reposo_EEG;0.185507933;0.316801775;0.242898122;0.251049895;0.136910525;0.215100789;0.291964664;0.350139734;0.166579186;0.181503073;0.257193577;0.38538628;0.144408569;0.217864942;0.299773603;0.331929654;0.147173503;0.206053934;0.298503722;0.341520026
S22;Reposo_EEG;0.113077965;0.129640326;0.309647611;0.424037747;0.082199013;0.10193396;0.463773837;0.337458014;0.11294036;0.096827805;0.51712563;0.265687591;0.099085176;0.098857901;0.444968905;0.341507635;0.081465004;0.105837932;0.475510308;0.324491662
S24;Reposo_EEG;0.078346676;0.069474141;0.792051919;0.059393913;0.036896226;0.032056372;0.872361685;0.057907385;0.033632913;0.034009973;0.871126772;0.060400682;0.045052741;0.042964594;0.839448861;0.071762799;0.018393616;0.022222865;0.913243523;0.045611906
S26;Reposo_EEG;0.100323978;0.240852873;0.400259025;0.255348224;0.04550265;0.200026928;0.549163135;0.2036623;0.041005653;0.181184125;0.607314477;0.169343867;0.039560124;0.157253831;0.628603797;0.17293961;0.045807081;0.151555564;0.629674091;0.171418333
S27;Reposo_EEG;0.075185881;0.121205392;0.604818836;0.196159824;0.030069369;0.084575785;0.806330278;0.078215612;0.025388796;0.081295235;0.832570864;0.060090343;0.026101769;0.070480913;0.824343165;0.078147274;0.036227724;0.082371674;0.787439508;0.092821238
S28;Reposo_EEG;0.221513101;0.191018996;0.437418045;0.148275076;0.074475729;0.103276904;0.687651944;0.133602484;0.051755516;0.080248419;0.743612195;0.123574519;0.08309149;0.092454983;0.68100182;0.142757538;0.046312427;0.06180209;0.766446298;0.124375656
S29;Reposo_EEG;0.053648048;0.071127437;0.706106795;0.164252818;0.027265527;0.049742336;0.826031248;0.095934408;0.022035282;0.050573835;0.850928576;0.075932646;0.023105274;0.050066756;0.844424834;0.081243624;0.021693529;0.047339296;0.83480723;0.095305742
S30;Reposo_EEG;0.109020954;0.167148824;0.389120703;0.333325484;0.122065911;0.179869732;0.363380155;0.332699565;0.087888193;0.198967827;0.395875675;0.314956722;0.086168781;0.166627223;0.409986133;0.335601928;0.105066296;0.180222553;0.414471485;0.298121822
S31;Reposo_EEG;0.093786048;0.161263491;0.325434863;0.409929632;0.100613661;0.126022052;0.415383452;0.347486103;0.212511742;0.17703849;0.367511855;0.23652803;0.139023535;0.154078837;0.311693839;0.382427803;0.215852911;0.131266499;0.409845877;0.235910554
S32;Reposo_EEG;0.064721261;0.15075259;0.609652004;0.171638707;0.047461569;0.111341078;0.710168937;0.128927261;0.046294651;0.120490678;0.722176217;0.109531706;0.043217147;0.104563215;0.736725473;0.113610674;0.045751037;0.121051083;0.717010533;0.114611693
S33;Reposo_EEG;0.067415936;0.12233818;0.503529604;0.304329585;0.039961438;0.096937627;0.571155869;0.288256125;0.035625771;0.086307537;0.595797637;0.277857174;0.040500108;0.088737707;0.590489975;0.277113266;0.03083117;0.071996827;0.602013633;0.292027504
S34;Reposo_EEG;0.047777221;0.07715967;0.780099639;0.093708844;0.025077249;0.050440181;0.848093668;0.075548949;0.027576684;0.056479461;0.848234823;0.066992363;0.027818746;0.054454863;0.843691268;0.073152166;0.024085721;0.051261395;0.840018326;0.083784996
S36;Reposo_EEG;0.050778443;0.170920042;0.693038836;0.084680919;0.030957525;0.132530597;0.783739305;0.052462975;0.030032278;0.136101305;0.793875031;0.039771344;0.028817046;0.121722883;0.807906183;0.041272098;0.030039433;0.143795878;0.781334287;0.044608159
S37;Reposo_EEG;0.049722266;0.158464239;0.650777495;0.14018558;0.038065168;0.118728891;0.728197255;0.114436434;0.036563025;0.095233898;0.765610582;0.102056151;0.03669618;0.111277615;0.735980802;0.115597185;0.039882444;0.098606932;0.741687824;0.119122824
S2;Visual_field_EEG_OI;0.227130648;0.314432943;0.213504219;0.238501936;0.191411282;0.243394959;0.236025316;0.321220833;0.181864051;0.229267924;0.241395255;0.339359172;0.181782379;0.254652013;0.235682005;0.319649115;0.191355291;0.246161732;0.241809761;0.313136553
S3;Visual_field_EEG_OI;0.402963762;0.292190612;0.108864946;0.193326467;0.28950064;0.248851258;0.148935838;0.309131665;0.232060351;0.220347787;0.169255522;0.374028656;0.270395467;0.25182002;0.160409284;0.313580677;0.254803792;0.23668733;0.159139795;0.345757509
S5;Visual_field_EEG_OI;0.110636815;0.171616984;0.423375623;0.292130542;0.078185134;0.147088277;0.439449416;0.332105666;0.090255932;0.143919217;0.434822448;0.327641835;0.078184572;0.137124984;0.473741973;0.307947216;0.076077038;0.144176551;0.437951535;0.338966563
S6;Visual_field_EEG_OI;0.136740956;0.244537149;0.382775432;0.231009643;0.099853037;0.204012102;0.379029982;0.311957969;0.100961984;0.175318339;0.376168996;0.342544061;0.112193864;0.18336931;0.339689017;0.358687782;0.082788281;0.16408461;0.498957171;0.248844853
S7;Visual_field_EEG_OI;0.33787272;0.362793574;0.142837901;0.154555038;0.2268608;0.279398046;0.213495811;0.277504993;0.173705604;0.262098798;0.235603003;0.325679014;0.22519014;0.28653087;0.209527605;0.276201446;0.235815531;0.304314851;0.21350049;0.243682577
S10;Visual_field_EEG_OI;0.246925897;0.289695314;0.285620141;0.174901739;0.143632321;0.215946425;0.365474722;0.270263622;0.144975158;0.192830772;0.370410689;0.286322644;0.162336684;0.223948745;0.347845505;0.261207788;0.143723512;0.20246098;0.389769712;0.259686644
S13;Visual_field_EEG_OI;0.196726045;0.278810568;0.180711401;0.337606816;0.195926928;0.242057149;0.197475126;0.358090396;0.203931477;0.248842108;0.187524641;0.352712522;0.186659929;0.255818135;0.185303973;0.365256752;0.183247644;0.240798146;0.202679441;0.366783835
S14;Visual_field_EEG_OI;0.104606979;0.167186712;0.17115621;0.546325365;0.151886731;0.167472528;0.255435289;0.413511311;0.266648354;0.219344418;0.232383047;0.273358903;0.111979863;0.164405802;0.194866986;0.518147598;0.241203332;0.228832241;0.182160257;0.339807277
S15;Visual_field_EEG_OI;0.093982664;0.188492424;0.529587916;0.186297766;0.078931378;0.143305022;0.576562206;0.199697147;0.082552294;0.136099224;0.59288295;0.18689552;0.084134309;0.159692889;0.551013867;0.203535031;0.06777704;0.123216184;0.613435195;0.194183732
S16;Visual_field_EEG_OI;0.341682198;0.283812569;0.15925577;0.207792591;0.129929718;0.198053714;0.186946564;0.464427997;0.108706827;0.164117244;0.183265018;0.5215743;0.163106555;0.199364351;0.196150662;0.42305121;0.141638713;0.182546043;0.179586707;0.475908634
S18;Visual_field_EEG_OI;0.165752351;0.270788295;0.297543193;0.262164817;0.107248285;0.232096285;0.338652008;0.317893027;0.088184077;0.228446325;0.367966894;0.31123019;0.090887031;0.221315167;0.373655597;0.310821899;0.106462574;0.204674197;0.394798228;0.290508332
S19;Visual_field_EEG_OI;0.194294067;0.285522268;0.336949979;0.181225829;0.17130138;0.25751725;0.363147689;0.205675535;0.158127696;0.268703763;0.364220547;0.206009456;0.146587027;0.257297721;0.377666226;0.214927145;0.161597407;0.259881122;0.374993521;0.201494086
S20;Visual_field_EEG_OI;0.407542372;0.235189408;0.16820078;0.185248232;0.275899018;0.17104429;0.225411028;0.320924059;0.201049859;0.135678749;0.258336259;0.396513416;0.270936493;0.165500026;0.263643181;0.295178847;0.275530392;0.163552685;0.228293761;0.325770521
S21;Visual_field_EEG_OI;0.227345743;0.36347606;0.221504165;0.183159525;0.163055156;0.251743913;0.257737358;0.31928345;0.177353499;0.198082842;0.217812695;0.396046724;0.176758794;0.2501624;0.248116199;0.317255088;0.172003774;0.232764407;0.272927027;0.313509161
S22;Visual_field_EEG_OI;0.214240962;0.17534399;0.163338605;0.416752588;0.15842606;0.16744197;0.256014039;0.397957126;0.147043327;0.178555088;0.325664234;0.338494049;0.152263614;0.173409354;0.262489072;0.392104793;0.148315597;0.164066644;0.287425941;0.38010683
S24;Visual_field_EEG_OI;0.159620333;0.243059423;0.46173098;0.134057243;0.116492262;0.203256745;0.538378431;0.140280436;0.121649865;0.187275271;0.555127502;0.134438176;0.108679463;0.190526028;0.548252553;0.150967016;0.091294887;0.178738747;0.602642902;0.126064518
S26;Visual_field_EEG_OI;0.100469595;0.288242893;0.314970438;0.292709742;0.084020116;0.312379883;0.352906452;0.248005462;0.10813063;0.33342775;0.358311958;0.197824814;0.095663845;0.27336005;0.399821288;0.228973466;0.099683178;0.310310019;0.331128705;0.254422346
S27;Visual_field_EEG_OI;0.163751886;0.321670407;0.319994891;0.190901593;0.078623162;0.470678603;0.331247213;0.117541904;0.05597679;0.510064061;0.339492091;0.092922766;0.076700804;0.401842413;0.402259235;0.117402763;0.0609138;0.443852975;0.375492339;0.117545302
S28;Visual_field_EEG_OI;0.314795115;0.318727423;0.195515299;0.167706404;0.260609907;0.278160154;0.261192677;0.196971315;0.238104763;0.266476206;0.278001434;0.214114828;0.259372522;0.274887042;0.265992075;0.197383574;0.178191801;0.242949862;0.345396514;0.230457859
S29;Visual_field_EEG_OI;0.179122173;0.191061098;0.334013137;0.287232793;0.221951744;0.184499711;0.353189131;0.233933534;0.330551536;0.232844395;0.259985252;0.172368595;0.213823612;0.190122101;0.353733412;0.236561103;0.212221693;0.184771277;0.372107719;0.225417645
S30;Visual_field_EEG_OI;0.095416086;0.118811588;0.38223753;0.400199207;0.081951569;0.114663889;0.39138531;0.408329767;0.084628151;0.123251078;0.364875561;0.421705062;0.074922009;0.112998279;0.382358522;0.425583142;0.074508225;0.113673779;0.383334139;0.423921991
S31;Visual_field_EEG_OI;0.226028234;0.205589204;0.22447764;0.339193695;0.206222395;0.260880512;0.229541688;0.298807927;0.243255222;0.292193614;0.209610522;0.25006935;0.205767625;0.242438526;0.232323722;0.31475901;0.256309429;0.253358913;0.219550698;0.265327357
S32;Visual_field_EEG_OI;0.12895442;0.199715383;0.402433336;0.265620969;0.105383321;0.178127547;0.456483134;0.257319947;0.1116002;0.191968097;0.46201555;0.232073664;0.108725502;0.16971314;0.474473206;0.244529671;0.100971691;0.167292968;0.486691209;0.242441257
S33;Visual_field_EEG_OI;0.136097431;0.140440461;0.225360258;0.486623507;0.147029409;0.157298426;0.208076076;0.477109824;0.214293647;0.175958768;0.174537016;0.42525317;0.148384135;0.15375834;0.208151391;0.480564322;0.135375686;0.161990225;0.228316807;0.463480974
S34;Visual_field_EEG_OI;0.077394935;0.147573448;0.589004207;0.183829498;0.064831734;0.140130564;0.613675375;0.179449079;0.087759042;0.171567439;0.579811194;0.159137301;0.06502158;0.159227349;0.590150951;0.183417175;0.054766387;0.117557749;0.678780503;0.14713944
S36;Visual_field_EEG_OI;0.066797037;0.113044077;0.303981774;0.495899205;0.073624007;0.16013137;0.448618109;0.306447148;0.103754868;0.202735812;0.519596973;0.169468183;0.075335935;0.158468277;0.536717644;0.2225349;0.077385958;0.16183315;0.462068206;0.288469494
S37;Visual_field_EEG_OI;0.194429341;0.196445805;0.394996722;0.212249021;0.156577332;0.179884086;0.435337841;0.226695148;0.167575142;0.212367627;0.383509779;0.235142382;0.145074877;0.176562114;0.433659053;0.243366656;0.162995161;0.19193142;0.372799927;0.270618499
