Subject;Test;DeltaOz;ThetaOz;AlphaOz;BetaOz;DeltaO1O2;ThetaO1O2;AlphaO1O2;BetaO1O2;DeltaPO;ThetaPO;AlphaPO;BetaPO;DeltaPOL;ThetaPOL;AlphaPOL;BetaPOL;DeltaPOR;ThetaPOR;AlphaPOR;BetaPOR
S20;Reposo_EEG _AO;0.424227998;0.268283831;0.162228582;0.144378231;0.190849231;0.210749147;0.286036239;0.310873717;0.162158489;0.164969255;0.306319458;0.363862799;0.193218336;0.196198731;0.312541768;0.296321807;0.200029168;0.196982285;0.281289381;0.319354446
S21;Reposo_EEG _AO;0.308021815;0.316708603;0.183321884;0.187710672;0.178013569;0.236581216;0.245952148;0.332943564;0.151947577;0.207101231;0.222328381;0.409615284;0.158847133;0.250874069;0.265052633;0.319797216;0.181124166;0.243128732;0.24531405;0.322421315
S22;Reposo_EEG _AO;0.22033672;0.201525427;0.129016347;0.429747419;0.172355003;0.19718176;0.213314018;0.404489763;0.187145384;0.209479778;0.260739486;0.336921068;0.158832162;0.208674794;0.213601875;0.406181861;0.18766832;0.188057139;0.221803165;0.390343951
S24;Reposo_EEG _AO;0.239411385;0.328904913;0.241296463;0.18863771;0.222933535;0.321719308;0.234109027;0.219468634;0.260652103;0.317073815;0.215585648;0.204590926;0.201356642;0.317912979;0.255032042;0.223349041;0.244646742;0.305201901;0.246683403;0.201302251
S25;Reposo_EEG _AO;0.203035909;0.234400368;0.155910795;0.397782166;0.17291559;0.220648877;0.191410366;0.409065279;0.241483089;0.252739039;0.157622387;0.344481899;0.187158073;0.208348216;0.168887403;0.429527576;0.151518251;0.183542047;0.179145446;0.481409619
S26;Reposo_EEG _AO;0.144811569;0.308471197;0.290405214;0.252100185;0.072116298;0.29732045;0.39636979;0.230583083;0.100823281;0.30358784;0.393840829;0.198558663;0.074167124;0.271583446;0.399806974;0.249605863;0.109530307;0.274548903;0.415838521;0.197549006
S27;Reposo_EEG _AO;0.155525433;0.379507788;0.243179621;0.219251247;0.094900058;0.49244388;0.267891912;0.143591418;0.072882574;0.56576444;0.254691971;0.105828315;0.094086359;0.455256154;0.305983998;0.143513822;0.074378361;0.474608718;0.301712054;0.147975831
S28;Reposo_EEG _AO;0.357907058;0.310736037;0.17287582;0.155866076;0.253159888;0.195014855;0.318160157;0.230258451;0.254794501;0.178564349;0.326357071;0.237853186;0.259583003;0.212202737;0.298743528;0.227190318;0.18009432;0.142443676;0.396931457;0.27797289
S29;Reposo_EEG _AO;0.162714701;0.193922579;0.367522353;0.266157547;0.113398062;0.132805041;0.565708523;0.183747343;0.188666265;0.143961066;0.526493874;0.13787755;0.116664995;0.15128762;0.534778667;0.191421929;0.086129492;0.107252473;0.632310932;0.170977606
S30;Reposo_EEG _AO;0.099574717;0.21903878;0.30496989;0.373057443;0.091883546;0.188952198;0.317099511;0.398345044;0.096598377;0.159509889;0.377049915;0.363093449;0.08155255;0.1687108;0.370912972;0.376304761;0.074777177;0.144413646;0.413370038;0.364318229
S31;Reposo_EEG _AO;0.332572975;0.221793754;0.178524881;0.263416601;0.334134925;0.253452688;0.179672731;0.229265689;0.312574947;0.331330838;0.168365014;0.184650839;0.305941998;0.274655316;0.169498136;0.246639191;0.293704881;0.292432279;0.190756976;0.219160607
S32;Reposo_EEG _AO;0.135092203;0.264566946;0.300307173;0.297525903;0.164368608;0.202269716;0.340622026;0.290698044;0.201803739;0.216586929;0.322852749;0.256694475;0.164499929;0.189583082;0.35943915;0.284081795;0.151218329;0.215857804;0.34166998;0.288898651
S33;Reposo_EEG _AO;0.127308335;0.148879039;0.293399001;0.425481378;0.097993881;0.124187806;0.344888809;0.427037722;0.13963132;0.152694548;0.294331841;0.406395372;0.095867018;0.137260826;0.292894315;0.468400875;0.082790559;0.125619713;0.395574073;0.388919752
S34;Reposo_EEG _AO;0.045399437;0.076905082;0.781278527;0.095307921;0.029325331;0.060538655;0.825452489;0.084162542;0.04226225;0.082444504;0.792117376;0.082714977;0.031528015;0.07284087;0.804253536;0.090739986;0.029296439;0.067189163;0.815374907;0.087460544
S35;Reposo_EEG _AO;0.35630153;0.252131909;0.11462818;0.269699643;0.339440503;0.298313437;0.115634067;0.242417125;0.405415638;0.303093406;0.097711312;0.191557652;0.311223465;0.286360586;0.13003941;0.267010613;0.329437173;0.265786548;0.139545754;0.261877841
S36;Reposo_EEG _AO;0.178046755;0.200275421;0.28473756;0.328809057;0.2510358;0.211632408;0.363423432;0.169487363;0.310388454;0.238202976;0.333418861;0.1144945;0.208199975;0.203695653;0.410168275;0.174041938;0.20858304;0.182972652;0.366319627;0.233057397
S37;Reposo_EEG _AO;0.247093116;0.228397806;0.246316715;0.276595017;0.189725665;0.18534389;0.316764982;0.306744023;0.171368939;0.186150842;0.345894947;0.295038488;0.184619249;0.189236714;0.318046917;0.306695608;0.156167791;0.164127633;0.34313527;0.335083288
S2;Reposo_EEG;0.084274014;0.201487068;0.537996972;0.169335418;0.069030264;0.131210451;0.590972933;0.200204766;0.072147971;0.109768218;0.594885797;0.214555509;0.062187389;0.120997046;0.573040757;0.232266151;0.068567234;0.111963024;0.670300946;0.145218454
S3;Reposo_EEG;0.129752836;0.141818082;0.294098256;0.432593025;0.105326067;0.132403893;0.278378404;0.481521348;0.115038311;0.122314911;0.286978031;0.472940926;0.110094479;0.116783947;0.298931301;0.471989;0.080700624;0.118565868;0.322477922;0.475892618
S5;Reposo_EEG;0.058222969;0.080276474;0.509030069;0.350691699;0.069633325;0.081479043;0.492206397;0.354887236;0.101530297;0.105112813;0.463702107;0.32786402;0.067520677;0.075908188;0.48916576;0.364947241;0.072784084;0.083950598;0.519846535;0.322242658
S6;Reposo_EEG;0.072897328;0.12568435;0.60266697;0.19572306;0.04788344;0.110856753;0.582124157;0.25316228;0.051565874;0.109542341;0.566956012;0.265748812;0.056288905;0.113465391;0.549672512;0.273485164;0.035139566;0.082018473;0.676232575;0.201832527
S7;Reposo_EEG;0.195539237;0.253267508;0.347262422;0.200275812;0.091141657;0.220715077;0.368952016;0.314429454;0.121071866;0.182030077;0.300320125;0.38722195;0.187584752;0.224105646;0.308748788;0.27588741;0.15036833;0.182743005;0.356199943;0.304559825
S10;Reposo_EEG;0.046024186;0.105495539;0.740327578;0.105825812;0.049808872;0.077252211;0.729788469;0.139597451;0.065375838;0.080526231;0.699697254;0.150334714;0.046026187;0.071993556;0.754244763;0.12462115;0.048898875;0.074528517;0.742697584;0.130524745
S13;Reposo_EEG;0.205198193;0.222247612;0.185734879;0.382843269;0.175149074;0.176624066;0.207953411;0.43653499;0.184607654;0.204058495;0.201741109;0.40583096;0.195857634;0.172661759;0.199217296;0.428344172;0.185229591;0.179803193;0.188590645;0.442794514
S14;Reposo_EEG;0.123002082;0.142456723;0.58786154;0.145013898;0.11123515;0.112794808;0.593687731;0.179632783;0.099443084;0.099083354;0.583171626;0.214779568;0.088403754;0.096668765;0.601725299;0.210329224;0.092048957;0.11234411;0.626354141;0.166922519
S15;Reposo_EEG;0.035499593;0.080759879;0.75632748;0.125534594;0.025144715;0.06433802;0.76873096;0.139406255;0.031239329;0.067398591;0.768606115;0.130960666;0.027090603;0.066511541;0.778304098;0.125944499;0.024321785;0.070845954;0.769485062;0.133757413
S16;Reposo_EEG;0.134461145;0.163576543;0.52949572;0.170416137;0.070174534;0.126091634;0.574502279;0.224427731;0.057810872;0.116945868;0.596025058;0.223470816;0.07448564;0.127096002;0.582062343;0.211151803;0.045667606;0.095339775;0.661639766;0.193635539
S18;Reposo_EEG;0.155612236;0.276217385;0.296412815;0.268988361;0.121803385;0.221344557;0.316563319;0.335844515;0.128436339;0.210779161;0.32407976;0.332117003;0.100113673;0.220423736;0.363145606;0.312531728;0.121654201;0.185267784;0.353834449;0.336226083
S19;Reposo_EEG;0.103513269;0.230890014;0.533972493;0.129876276;0.081523626;0.205851259;0.579687108;0.131299188;0.070423092;0.208664055;0.585607206;0.13324467;0.075896006;0.212717135;0.558711271;0.150703873;0.071426721;0.211525628;0.590173673;0.125530215
S20;Reposo_EEG;0.097505912;0.103204504;0.670500556;0.128141749;0.076903466;0.06194811;0.719899833;0.140695415;0.051340183;0.051545351;0.756723306;0.139754503;0.046130787;0.051075234;0.760819795;0.141365929;0.031232099;0.037581742;0.799591947;0.131166242
S21;Reposo_EEG;0.185507933;0.316801775;0.242898122;0.251049895;0.136910525;0.215100789;0.291964664;0.350139734;0.166579186;0.181503073;0.257193577;0.38538628;0.144408569;0.217864942;0.299773603;0.331929654;0.147173503;0.206053934;0.298503722;0.341520026
S22;Reposo_EEG;0.113077965;0.129640326;0.309647611;0.424037747;0.082199013;0.10193396;0.463773837;0.337458014;0.11294036;0.096827805;0.51712563;0.265687591;0.099085176;0.098857901;0.444968905;0.341507635;0.081465004;0.105837932;0.475510308;0.324491662
S24;Reposo_EEG;0.078346676;0.069474141;0.792051919;0.059393913;0.036896226;0.032056372;0.872361685;0.057907385;0.033632913;0.034009973;0.871126772;0.060400682;0.045052741;0.042964594;0.839448861;0.071762799;0.018393616;0.022222865;0.913243523;0.045611906
S25;Reposo_EEG;0.094669445;0.133350225;0.236356026;0.525523254;0.074378321;0.118600898;0.255009206;0.546412143;0.098012051;0.13547646;0.217536881;0.544733945;0.070877321;0.119808169;0.247864184;0.554618627;0.061407297;0.112031018;0.226519838;0.593892629
S26;Reposo_EEG;0.100323978;0.240852873;0.400259025;0.255348224;0.04550265;0.200026928;0.549163135;0.2036623;0.041005653;0.181184125;0.607314477;0.169343867;0.039560124;0.157253831;0.628603797;0.17293961;0.045807081;0.151555564;0.629674091;0.171418333
S27;Reposo_EEG;0.075185881;0.121205392;0.604818836;0.196159824;0.030069369;0.084575785;0.806330278;0.078215612;0.025388796;0.081295235;0.832570864;0.060090343;0.026101769;0.070480913;0.824343165;0.078147274;0.036227724;0.082371674;0.787439508;0.092821238
S28;Reposo_EEG;0.221513101;0.191018996;0.437418045;0.148275076;0.074475729;0.103276904;0.687651944;0.133602484;0.051755516;0.080248419;0.743612195;0.123574519;0.08309149;0.092454983;0.68100182;0.142757538;0.046312427;0.06180209;0.766446298;0.124375656
S29;Reposo_EEG;0.053648048;0.071127437;0.706106795;0.164252818;0.027265527;0.049742336;0.826031248;0.095934408;0.022035282;0.050573835;0.850928576;0.075932646;0.023105274;0.050066756;0.844424834;0.081243624;0.021693529;0.047339296;0.83480723;0.095305742
S30;Reposo_EEG;0.109020954;0.167148824;0.389120703;0.333325484;0.122065911;0.179869732;0.363380155;0.332699565;0.087888193;0.198967827;0.395875675;0.314956722;0.086168781;0.166627223;0.409986133;0.335601928;0.105066296;0.180222553;0.414471485;0.298121822
S31;Reposo_EEG;0.093786048;0.161263491;0.325434863;0.409929632;0.100613661;0.126022052;0.415383452;0.347486103;0.212511742;0.17703849;0.367511855;0.23652803;0.139023535;0.154078837;0.311693839;0.382427803;0.215852911;0.131266499;0.409845877;0.235910554
S32;Reposo_EEG;0.064721261;0.15075259;0.609652004;0.171638707;0.047461569;0.111341078;0.710168937;0.128927261;0.046294651;0.120490678;0.722176217;0.109531706;0.043217147;0.104563215;0.736725473;0.113610674;0.045751037;0.121051083;0.717010533;0.114611693
S33;Reposo_EEG;0.067415936;0.12233818;0.503529604;0.304329585;0.039961438;0.096937627;0.571155869;0.288256125;0.035625771;0.086307537;0.595797637;0.277857174;0.040500108;0.088737707;0.590489975;0.277113266;0.03083117;0.071996827;0.602013633;0.292027504
S34;Reposo_EEG;0.047777221;0.07715967;0.780099639;0.093708844;0.025077249;0.050440181;0.848093668;0.075548949;0.027576684;0.056479461;0.848234823;0.066992363;0.027818746;0.054454863;0.843691268;0.073152166;0.024085721;0.051261395;0.840018326;0.083784996
S35;Reposo_EEG;0.283679613;0.242306595;0.185644072;0.276834768;0.240759877;0.322701991;0.161181639;0.269844263;0.301998069;0.309094157;0.153968855;0.230869714;0.263885067;0.302676796;0.179883379;0.24967627;0.233395723;0.259772006;0.18889342;0.312245254
S36;Reposo_EEG;0.050778443;0.170920042;0.693038836;0.084680919;0.030957525;0.132530597;0.783739305;0.052462975;0.030032278;0.136101305;0.793875031;0.039771344;0.028817046;0.121722883;0.807906183;0.041272098;0.030039433;0.143795878;0.781334287;0.044608159
S37;Reposo_EEG;0.049722266;0.158464239;0.650777495;0.14018558;0.038065168;0.118728891;0.728197255;0.114436434;0.036563025;0.095233898;0.765610582;0.102056151;0.03669618;0.111277615;0.735980802;0.115597185;0.039882444;0.098606932;0.741687824;0.119122824
S2;contrast_right;0.145911202;0.428340299;0.224926567;0.192354737;0.11133057;0.337828923;0.252062563;0.286610108;0.138564412;0.272652318;0.237583597;0.337419691;0.109994947;0.314845833;0.23149139;0.327439023;0.110705103;0.336426224;0.277901694;0.265007414
S3;contrast_right;0.258625341;0.361174165;0.133710637;0.243592503;0.247992208;0.293683645;0.146915051;0.308736834;0.254237438;0.261438594;0.157465638;0.323233721;0.216057039;0.294415097;0.158868278;0.326788734;0.215164992;0.309450498;0.163481284;0.307915657
S5;contrast_right;0.086368891;0.124163501;0.546685315;0.239485131;0.105328584;0.143980209;0.467545122;0.279241126;0.151095671;0.182007899;0.395270852;0.268416161;0.094775293;0.115157258;0.584623011;0.203749893;0.114266721;0.189840315;0.35840683;0.332930603
S6;contrast_right;0.193826537;0.367511843;0.176916059;0.257452285;0.104842891;0.284161378;0.217598619;0.386003098;0.112940694;0.231121454;0.213175178;0.433081867;0.097721834;0.259272598;0.218982265;0.414761806;0.108310645;0.270472483;0.22266438;0.390996833
S7;contrast_right;0.355338121;0.369633547;0.103741227;0.169480367;0.223017164;0.32274461;0.15052972;0.301124227;0.212820984;0.29581114;0.171095864;0.318041735;0.19700509;0.330598444;0.172081709;0.298292471;0.290883526;0.309207722;0.14292677;0.254446708
S10;contrast_right;0.293351404;0.253756659;0.227502499;0.223289773;0.153072228;0.211282528;0.264162992;0.367313909;0.265391623;0.194365401;0.236601898;0.29962813;0.345989894;0.255803758;0.206657962;0.189592222;0.152426612;0.213976986;0.262002538;0.366339988
S13;contrast_right;0.241284749;0.378606904;0.128921326;0.244261734;0.198459043;0.330137732;0.189625944;0.275155789;0.186517901;0.287686976;0.216085845;0.30304323;0.197853228;0.321952944;0.182559828;0.290767989;0.209095532;0.313259586;0.185875159;0.284663484
S14;contrast_right;0.22672655;0.361379842;0.209500243;0.19940414;0.159184917;0.294288056;0.223331973;0.316685061;0.168327279;0.215327292;0.225287731;0.379041441;0.190561925;0.253819711;0.212111195;0.33165417;0.172646698;0.275862714;0.228820162;0.314096092
S15;contrast_right;0.116253517;0.263889425;0.307864237;0.306800083;0.088461936;0.208025184;0.360525273;0.337019878;0.084203279;0.167174999;0.426246682;0.315661223;0.077849434;0.175401943;0.392716934;0.346507992;0.071433714;0.175148754;0.450878988;0.298270835
S16;contrast_right;0.329113305;0.345750758;0.138404045;0.182393128;0.13590308;0.338409785;0.188512721;0.328015799;0.232708921;0.277866424;0.153398626;0.326596645;0.170527796;0.329010496;0.183426869;0.307492026;0.152644143;0.339502381;0.161911145;0.33731655
S18;contrast_right;0.188915763;0.379060586;0.167165441;0.259003173;0.115895726;0.334496695;0.218908793;0.325773412;0.116350675;0.290312607;0.26712822;0.323020992;0.106272403;0.315383778;0.24322943;0.331281821;0.124246592;0.301563737;0.257627134;0.311436268
S19;contrast_right;0.186895161;0.373382233;0.263692092;0.173175543;0.154658171;0.346258755;0.293570724;0.203137905;0.159897929;0.279025159;0.311655319;0.246602825;0.144232782;0.288783909;0.301883217;0.260163236;0.128335405;0.316717012;0.322255887;0.229799262
S20;contrast_right;0.32598382;0.350185011;0.130220434;0.189553341;0.249046;0.277443317;0.184677871;0.283499089;0.263984556;0.216165088;0.207765812;0.304937008;0.386987209;0.217923948;0.164744467;0.226460918;0.231529856;0.273112223;0.184494342;0.30329336
S21;contrast_right;0.249265739;0.426031253;0.143764294;0.175169833;0.214024372;0.326540472;0.176053575;0.277457215;0.218441978;0.253777217;0.164066052;0.355377565;0.228944181;0.310434988;0.16107752;0.292942206;0.200166207;0.327959086;0.179191267;0.285698816
S22;contrast_right;0.292946068;0.243007081;0.097569563;0.348314743;0.242333647;0.221972601;0.150952112;0.372124074;0.247769386;0.208307092;0.171634431;0.364656213;0.231454559;0.20981952;0.151903648;0.394101444;0.26233912;0.207490837;0.136112618;0.381118349
S24;contrast_right;0.263646684;0.436483787;0.144408673;0.153563294;0.255956994;0.389305158;0.169792472;0.182232022;0.308283728;0.347058285;0.171910246;0.170085951;0.272794593;0.383776122;0.155691135;0.184916062;0.241893607;0.373157061;0.205623855;0.176979945
S25;contrast_right;0.206050089;0.305060044;0.143495251;0.333447084;0.118290605;0.335800455;0.128574441;0.404498832;0.115253736;0.328808376;0.129332673;0.416667144;0.118143038;0.290516038;0.147884515;0.431035358;0.110507124;0.282329574;0.121057579;0.476173546
S26;contrast_right;0.09695361;0.380474465;0.181486481;0.334279551;0.093270156;0.395374429;0.199619897;0.304927914;0.121792518;0.392140329;0.216722706;0.262962352;0.118375647;0.380944725;0.20460596;0.287221561;0.106606413;0.339365356;0.212109771;0.334358144
S27;contrast_right;0.27064544;0.299225478;0.206286788;0.21860898;0.142368921;0.359454899;0.279928922;0.214021512;0.121321451;0.356764194;0.330226218;0.186627821;0.143027419;0.268125212;0.372903963;0.209743753;0.14326716;0.360365287;0.28247623;0.208783292
S28;contrast_right;0.303161528;0.311760383;0.198334605;0.18206225;0.201713473;0.288527158;0.256331846;0.249309694;0.192391283;0.275966638;0.27339547;0.255999735;0.229830202;0.286291148;0.240701649;0.240288253;0.142463945;0.240148359;0.333501949;0.280792263
S29;contrast_right;0.237743223;0.244822547;0.169382027;0.337415307;0.332226615;0.302597615;0.137983871;0.220033326;0.382729293;0.310963724;0.130803151;0.170882504;0.316186859;0.295906507;0.142949529;0.238590555;0.294232275;0.295070088;0.161983578;0.240747671
S30;contrast_right;0.095845591;0.168029801;0.230862519;0.502015327;0.084275638;0.190339029;0.221816524;0.499279383;0.07029233;0.161296156;0.233306483;0.529335377;0.062354318;0.125022004;0.261260318;0.547529772;0.064031227;0.150208724;0.239592608;0.541788375
S31;contrast_right;0.255298476;0.264564605;0.177621841;0.297975194;0.250680227;0.382999694;0.14529902;0.21834153;0.300669127;0.412359138;0.128329512;0.156981281;0.271391589;0.339533776;0.156967921;0.229935613;0.279281257;0.399346933;0.14094319;0.178158819
S32;contrast_right;0.107621069;0.432944272;0.201910077;0.254440489;0.141280231;0.459217027;0.186520682;0.210909924;0.161881623;0.469689244;0.178252049;0.188074824;0.156901281;0.475098913;0.174710904;0.190918767;0.142262463;0.437339386;0.19850658;0.219390714
S33;contrast_right;0.15213008;0.225555168;0.185700531;0.426411862;0.124269994;0.283487747;0.196871142;0.387788223;0.115821735;0.283053937;0.208292928;0.383912557;0.115825233;0.256936441;0.213822877;0.399627085;0.105869953;0.249270617;0.197148527;0.441642576
S34;contrast_right;0.137628785;0.180309283;0.424481368;0.25035727;0.123558131;0.229033045;0.429823874;0.21401036;0.139287693;0.233571238;0.451197392;0.173789897;0.109678022;0.200484924;0.481115615;0.204442474;0.092266242;0.178282266;0.539766369;0.18709168
S35;contrast_right;0.343760133;0.312027096;0.125573959;0.213974112;0.281341042;0.394847033;0.107805018;0.212655314;0.378927076;0.37687469;0.093109687;0.149496726;0.24823877;0.390853124;0.122185553;0.235962697;0.216135137;0.3578851;0.145047231;0.27731177
S36;contrast_right;0.148747978;0.255719064;0.270132024;0.313173327;0.130480439;0.319897446;0.332974186;0.208760036;0.163810964;0.338096051;0.368374422;0.126383326;0.127112293;0.297132993;0.396257643;0.173981266;0.136468337;0.308523934;0.378448261;0.170574334
S37;contrast_right;0.196744524;0.258666617;0.244608876;0.298745708;0.171045061;0.213334608;0.271268654;0.342796272;0.163802885;0.20352094;0.273920495;0.356950569;0.179010288;0.204228239;0.228988134;0.386330996;0.130661102;0.186204293;0.286298582;0.394813857
