Subject;Test;DeltaOz;ThetaOz;AlphaOz;BetaOz;DeltaO1O2;ThetaO1O2;AlphaO1O2;BetaO1O2;DeltaPO;ThetaPO;AlphaPO;BetaPO;DeltaPOL;ThetaPOL;AlphaPOL;BetaPOL;DeltaPOR;ThetaPOR;AlphaPOR;BetaPOR
S23;Reposo_EEG _AO;0.19931112;0.251830476;0.347833731;0.195003999;0.082171114;0.210200644;0.384441776;0.311437356;0.073376764;0.209765955;0.404005822;0.303112946;0.086586199;0.217519692;0.445227155;0.243771767;0.088028459;0.200062883;0.421050584;0.281111844
S24;Reposo_EEG _AO;0.239411385;0.328904913;0.241296463;0.18863771;0.222933535;0.321719308;0.234109027;0.219468634;0.260652103;0.317073815;0.215585648;0.204590926;0.201356642;0.317912979;0.255032042;0.223349041;0.244646742;0.305201901;0.246683403;0.201302251
S25;Reposo_EEG _AO;0.203035909;0.234400368;0.155910795;0.397782166;0.17291559;0.220648877;0.191410366;0.409065279;0.241483089;0.252739039;0.157622387;0.344481899;0.187158073;0.208348216;0.168887403;0.429527576;0.151518251;0.183542047;0.179145446;0.481409619
S26;Reposo_EEG _AO;0.144811569;0.308471197;0.290405214;0.252100185;0.072116298;0.29732045;0.39636979;0.230583083;0.100823281;0.30358784;0.393840829;0.198558663;0.074167124;0.271583446;0.399806974;0.249605863;0.109530307;0.274548903;0.415838521;0.197549006
S27;Reposo_EEG _AO;0.155525433;0.379507788;0.243179621;0.219251247;0.094900058;0.49244388;0.267891912;0.143591418;0.072882574;0.56576444;0.254691971;0.105828315;0.094086359;0.455256154;0.305983998;0.143513822;0.074378361;0.474608718;0.301712054;0.147975831
S28;Reposo_EEG _AO;0.357907058;0.310736037;0.17287582;0.155866076;0.253159888;0.195014855;0.318160157;0.230258451;0.254794501;0.178564349;0.326357071;0.237853186;0.259583003;0.212202737;0.298743528;0.227190318;0.18009432;0.142443676;0.396931457;0.27797289
S29;Reposo_EEG _AO;0.162714701;0.193922579;0.367522353;0.266157547;0.113398062;0.132805041;0.565708523;0.183747343;0.188666265;0.143961066;0.526493874;0.13787755;0.116664995;0.15128762;0.534778667;0.191421929;0.086129492;0.107252473;0.632310932;0.170977606
S30;Reposo_EEG _AO;0.099574717;0.21903878;0.30496989;0.373057443;0.091883546;0.188952198;0.317099511;0.398345044;0.096598377;0.159509889;0.377049915;0.363093449;0.08155255;0.1687108;0.370912972;0.376304761;0.074777177;0.144413646;0.413370038;0.364318229
S31;Reposo_EEG _AO;0.332572975;0.221793754;0.178524881;0.263416601;0.334134925;0.253452688;0.179672731;0.229265689;0.312574947;0.331330838;0.168365014;0.184650839;0.305941998;0.274655316;0.169498136;0.246639191;0.293704881;0.292432279;0.190756976;0.219160607
S32;Reposo_EEG _AO;0.135092203;0.264566946;0.300307173;0.297525903;0.164368608;0.202269716;0.340622026;0.290698044;0.201803739;0.216586929;0.322852749;0.256694475;0.164499929;0.189583082;0.35943915;0.284081795;0.151218329;0.215857804;0.34166998;0.288898651
S33;Reposo_EEG _AO;0.127308335;0.148879039;0.293399001;0.425481378;0.097993881;0.124187806;0.344888809;0.427037722;0.13963132;0.152694548;0.294331841;0.406395372;0.095867018;0.137260826;0.292894315;0.468400875;0.082790559;0.125619713;0.395574073;0.388919752
S34;Reposo_EEG _AO;0.045399437;0.076905082;0.781278527;0.095307921;0.029325331;0.060538655;0.825452489;0.084162542;0.04226225;0.082444504;0.792117376;0.082714977;0.031528015;0.07284087;0.804253536;0.090739986;0.029296439;0.067189163;0.815374907;0.087460544
S35;Reposo_EEG _AO;0.35630153;0.252131909;0.11462818;0.269699643;0.339440503;0.298313437;0.115634067;0.242417125;0.405415638;0.303093406;0.097711312;0.191557652;0.311223465;0.286360586;0.13003941;0.267010613;0.329437173;0.265786548;0.139545754;0.261877841
S36;Reposo_EEG _AO;0.178046755;0.200275421;0.28473756;0.328809057;0.2510358;0.211632408;0.363423432;0.169487363;0.310388454;0.238202976;0.333418861;0.1144945;0.208199975;0.203695653;0.410168275;0.174041938;0.20858304;0.182972652;0.366319627;0.233057397
S37;Reposo_EEG _AO;0.247093116;0.228397806;0.246316715;0.276595017;0.189725665;0.18534389;0.316764982;0.306744023;0.171368939;0.186150842;0.345894947;0.295038488;0.184619249;0.189236714;0.318046917;0.306695608;0.156167791;0.164127633;0.34313527;0.335083288
S2;Reposo_EEG;0.084274014;0.201487068;0.537996972;0.169335418;0.069030264;0.131210451;0.590972933;0.200204766;0.072147971;0.109768218;0.594885797;0.214555509;0.062187389;0.120997046;0.573040757;0.232266151;0.068567234;0.111963024;0.670300946;0.145218454
S3;Reposo_EEG;0.129752836;0.141818082;0.294098256;0.432593025;0.105326067;0.132403893;0.278378404;0.481521348;0.115038311;0.122314911;0.286978031;0.472940926;0.110094479;0.116783947;0.298931301;0.471989;0.080700624;0.118565868;0.322477922;0.475892618
S7;Reposo_EEG;0.195539237;0.253267508;0.347262422;0.200275812;0.091141657;0.220715077;0.368952016;0.314429454;0.121071866;0.182030077;0.300320125;0.38722195;0.187584752;0.224105646;0.308748788;0.27588741;0.15036833;0.182743005;0.356199943;0.304559825
S10;Reposo_EEG;0.046024186;0.105495539;0.740327578;0.105825812;0.049808872;0.077252211;0.729788469;0.139597451;0.065375838;0.080526231;0.699697254;0.150334714;0.046026187;0.071993556;0.754244763;0.12462115;0.048898875;0.074528517;0.742697584;0.130524745
S11;Reposo_EEG;0.05679092;0.068744778;0.778342223;0.094905793;0.031642031;0.040658811;0.846635203;0.079947435;0.023027635;0.033809733;0.87434553;0.06780678;0.022152139;0.035320247;0.875324974;0.066445264;0.023200981;0.031312211;0.871080842;0.073190522
S13;Reposo_EEG;0.205198193;0.222247612;0.185734879;0.382843269;0.175149074;0.176624066;0.207953411;0.43653499;0.184607654;0.204058495;0.201741109;0.40583096;0.195857634;0.172661759;0.199217296;0.428344172;0.185229591;0.179803193;0.188590645;0.442794514
S14;Reposo_EEG;0.123002082;0.142456723;0.58786154;0.145013898;0.11123515;0.112794808;0.593687731;0.179632783;0.099443084;0.099083354;0.583171626;0.214779568;0.088403754;0.096668765;0.601725299;0.210329224;0.092048957;0.11234411;0.626354141;0.166922519
S16;Reposo_EEG;0.134461145;0.163576543;0.52949572;0.170416137;0.070174534;0.126091634;0.574502279;0.224427731;0.057810872;0.116945868;0.596025058;0.223470816;0.07448564;0.127096002;0.582062343;0.211151803;0.045667606;0.095339775;0.661639766;0.193635539
S18;Reposo_EEG;0.155612236;0.276217385;0.296412815;0.268988361;0.121803385;0.221344557;0.316563319;0.335844515;0.128436339;0.210779161;0.32407976;0.332117003;0.100113673;0.220423736;0.363145606;0.312531728;0.121654201;0.185267784;0.353834449;0.336226083
S19;Reposo_EEG;0.103513269;0.230890014;0.533972493;0.129876276;0.081523626;0.205851259;0.579687108;0.131299188;0.070423092;0.208664055;0.585607206;0.13324467;0.075896006;0.212717135;0.558711271;0.150703873;0.071426721;0.211525628;0.590173673;0.125530215
S21;Reposo_EEG;0.185507933;0.316801775;0.242898122;0.251049895;0.136910525;0.215100789;0.291964664;0.350139734;0.166579186;0.181503073;0.257193577;0.38538628;0.144408569;0.217864942;0.299773603;0.331929654;0.147173503;0.206053934;0.298503722;0.341520026
S22;Reposo_EEG;0.113077965;0.129640326;0.309647611;0.424037747;0.082199013;0.10193396;0.463773837;0.337458014;0.11294036;0.096827805;0.51712563;0.265687591;0.099085176;0.098857901;0.444968905;0.341507635;0.081465004;0.105837932;0.475510308;0.324491662
S23;Reposo_EEG;0.087301009;0.082469559;0.716869783;0.110429762;0.060389946;0.074458508;0.699244096;0.160375287;0.047636047;0.08048729;0.721232288;0.145205473;0.059251182;0.082685895;0.720688397;0.132880503;0.050158076;0.063444811;0.765634246;0.117110153
S24;Reposo_EEG;0.078346676;0.069474141;0.792051919;0.059393913;0.036896226;0.032056372;0.872361685;0.057907385;0.033632913;0.034009973;0.871126772;0.060400682;0.045052741;0.042964594;0.839448861;0.071762799;0.018393616;0.022222865;0.913243523;0.045611906
S25;Reposo_EEG;0.094669445;0.133350225;0.236356026;0.525523254;0.074378321;0.118600898;0.255009206;0.546412143;0.098012051;0.13547646;0.217536881;0.544733945;0.070877321;0.119808169;0.247864184;0.554618627;0.061407297;0.112031018;0.226519838;0.593892629
S26;Reposo_EEG;0.100323978;0.240852873;0.400259025;0.255348224;0.04550265;0.200026928;0.549163135;0.2036623;0.041005653;0.181184125;0.607314477;0.169343867;0.039560124;0.157253831;0.628603797;0.17293961;0.045807081;0.151555564;0.629674091;0.171418333
S27;Reposo_EEG;0.075185881;0.121205392;0.604818836;0.196159824;0.030069369;0.084575785;0.806330278;0.078215612;0.025388796;0.081295235;0.832570864;0.060090343;0.026101769;0.070480913;0.824343165;0.078147274;0.036227724;0.082371674;0.787439508;0.092821238
S28;Reposo_EEG;0.221513101;0.191018996;0.437418045;0.148275076;0.074475729;0.103276904;0.687651944;0.133602484;0.051755516;0.080248419;0.743612195;0.123574519;0.08309149;0.092454983;0.68100182;0.142757538;0.046312427;0.06180209;0.766446298;0.124375656
S29;Reposo_EEG;0.053648048;0.071127437;0.706106795;0.164252818;0.027265527;0.049742336;0.826031248;0.095934408;0.022035282;0.050573835;0.850928576;0.075932646;0.023105274;0.050066756;0.844424834;0.081243624;0.021693529;0.047339296;0.83480723;0.095305742
S30;Reposo_EEG;0.109020954;0.167148824;0.389120703;0.333325484;0.122065911;0.179869732;0.363380155;0.332699565;0.087888193;0.198967827;0.395875675;0.314956722;0.086168781;0.166627223;0.409986133;0.335601928;0.105066296;0.180222553;0.414471485;0.298121822
S31;Reposo_EEG;0.093786048;0.161263491;0.325434863;0.409929632;0.100613661;0.126022052;0.415383452;0.347486103;0.212511742;0.17703849;0.367511855;0.23652803;0.139023535;0.154078837;0.311693839;0.382427803;0.215852911;0.131266499;0.409845877;0.235910554
S32;Reposo_EEG;0.064721261;0.15075259;0.609652004;0.171638707;0.047461569;0.111341078;0.710168937;0.128927261;0.046294651;0.120490678;0.722176217;0.109531706;0.043217147;0.104563215;0.736725473;0.113610674;0.045751037;0.121051083;0.717010533;0.114611693
S33;Reposo_EEG;0.067415936;0.12233818;0.503529604;0.304329585;0.039961438;0.096937627;0.571155869;0.288256125;0.035625771;0.086307537;0.595797637;0.277857174;0.040500108;0.088737707;0.590489975;0.277113266;0.03083117;0.071996827;0.602013633;0.292027504
S34;Reposo_EEG;0.047777221;0.07715967;0.780099639;0.093708844;0.025077249;0.050440181;0.848093668;0.075548949;0.027576684;0.056479461;0.848234823;0.066992363;0.027818746;0.054454863;0.843691268;0.073152166;0.024085721;0.051261395;0.840018326;0.083784996
S35;Reposo_EEG;0.283679613;0.242306595;0.185644072;0.276834768;0.240759877;0.322701991;0.161181639;0.269844263;0.301998069;0.309094157;0.153968855;0.230869714;0.263885067;0.302676796;0.179883379;0.24967627;0.233395723;0.259772006;0.18889342;0.312245254
S36;Reposo_EEG;0.050778443;0.170920042;0.693038836;0.084680919;0.030957525;0.132530597;0.783739305;0.052462975;0.030032278;0.136101305;0.793875031;0.039771344;0.028817046;0.121722883;0.807906183;0.041272098;0.030039433;0.143795878;0.781334287;0.044608159
S37;Reposo_EEG;0.049722266;0.158464239;0.650777495;0.14018558;0.038065168;0.118728891;0.728197255;0.114436434;0.036563025;0.095233898;0.765610582;0.102056151;0.03669618;0.111277615;0.735980802;0.115597185;0.039882444;0.098606932;0.741687824;0.119122824
S2;form_right;0.298086284;0.383997024;0.141591338;0.172348433;0.231636497;0.313059295;0.15567973;0.292637603;0.174711285;0.246803738;0.178920539;0.388506158;0.200443679;0.298066236;0.158043463;0.333715222;0.224721393;0.308431641;0.167536343;0.292401282
S3;form_right;0.400324213;0.242258988;0.099589197;0.246833354;0.314421279;0.202846472;0.128625858;0.348230538;0.202225767;0.150592778;0.131159176;0.505693719;0.293649421;0.195515912;0.128735676;0.37613964;0.256291244;0.196295732;0.13841757;0.401839943
S7;form_right;0.39173451;0.329823665;0.12846624;0.145369212;0.302760533;0.268582523;0.180476419;0.244196098;0.261799731;0.254721854;0.196390237;0.284087206;0.296422942;0.266083027;0.182134127;0.252112348;0.311498719;0.295549114;0.178668315;0.210603084
S10;form_right;0.503411192;0.264049953;0.120834334;0.109430668;0.290833186;0.245327767;0.211674457;0.245506898;0.222430236;0.222582532;0.236069874;0.308608203;0.299432449;0.265500645;0.208475724;0.220443994;0.267686317;0.24326516;0.232523912;0.249962293
S11;form_right;0.44362838;0.347405808;0.085065186;0.121853296;0.316999216;0.275884022;0.116906059;0.284217603;0.205532579;0.235797963;0.153445999;0.395381723;0.313437395;0.297803371;0.121552953;0.259944871;0.305194988;0.25765061;0.137436769;0.293060726
S13;form_right;0.24956316;0.296184912;0.140393061;0.307041582;0.233016177;0.251567927;0.165893033;0.34077857;0.228510166;0.229678647;0.167791102;0.363019427;0.248356642;0.226377663;0.162674103;0.352131509;0.20489766;0.263591057;0.160574705;0.361355499
S14;form_right;0.202473865;0.179323895;0.385445915;0.223961479;0.076515514;0.075612934;0.528897498;0.30609143;0.062445524;0.06334211;0.533471603;0.325765449;0.082448262;0.074426658;0.503977652;0.324375338;0.111333996;0.09790227;0.461630412;0.314464435
S16;form_right;0.390724852;0.308818952;0.126860606;0.168861541;0.297553212;0.282553122;0.166265476;0.248421231;0.219764832;0.23076266;0.186837692;0.3540731;0.282122648;0.26920664;0.185071664;0.258102495;0.275127441;0.273039852;0.16157032;0.281815341
S18;form_right;0.204664077;0.246700148;0.202478013;0.336848159;0.134475717;0.180210677;0.248446192;0.423612174;0.130503759;0.203812922;0.267576029;0.387271156;0.112642086;0.18626523;0.275826229;0.410028244;0.159671336;0.240018296;0.219503308;0.372125653
S19;form_right;0.186558898;0.297461071;0.311167128;0.202204605;0.143524518;0.262666939;0.354912012;0.235832506;0.167841058;0.237043286;0.356048817;0.235425899;0.125931573;0.247943166;0.364051521;0.257156725;0.138670038;0.245080835;0.392461982;0.22088693
S21;form_right;0.338719365;0.396818357;0.11309231;0.149088257;0.289171509;0.296558684;0.11824863;0.289639118;0.240451728;0.243937798;0.127808534;0.378296725;0.271078335;0.29916734;0.130450788;0.293776477;0.289051911;0.294072382;0.129935543;0.279552044
S22;form_right;0.324390676;0.250731663;0.146542249;0.26741731;0.221168344;0.206464063;0.191006866;0.368706787;0.221642519;0.194523498;0.192528417;0.379586015;0.223248819;0.198015692;0.182901887;0.382028955;0.202381601;0.21701751;0.209805188;0.35858778
S23;form_right;0.329911581;0.236331129;0.188583685;0.23958467;0.187843159;0.199276873;0.222884804;0.378916938;0.155371483;0.201351393;0.251112396;0.381007516;0.204167774;0.218128154;0.237821051;0.331683186;0.17703873;0.201551091;0.242379445;0.367885023
S24;form_right;0.284508907;0.254290369;0.168719666;0.284658399;0.138360979;0.167783069;0.192597991;0.488740627;0.169322763;0.181509126;0.201074302;0.435514112;0.145044782;0.166511788;0.184525973;0.490794197;0.181981227;0.233212543;0.236870458;0.336653294
S25;form_right;0.284508907;0.254290369;0.168719666;0.284658399;0.138360979;0.167783069;0.192597991;0.488740627;0.169322763;0.181509126;0.201074302;0.435514112;0.145044782;0.166511788;0.184525973;0.490794197;0.181981227;0.233212543;0.236870458;0.336653294
S26;form_right;0.107426339;0.236279512;0.169202948;0.46035672;0.138366536;0.283258142;0.185376609;0.377763324;0.150610682;0.306293682;0.200796904;0.332587962;0.131963354;0.255711114;0.194216007;0.401957997;0.109106613;0.241309223;0.200444284;0.430834153
S27;form_right;0.282078645;0.24101555;0.191317702;0.276393668;0.211938196;0.296552753;0.279567755;0.205384555;0.198663102;0.30628035;0.314927479;0.175728416;0.170346214;0.27758001;0.303064444;0.242065741;0.177567389;0.275469205;0.329321853;0.212157049
S28;form_right;0.292017233;0.253426598;0.155407691;0.294153661;0.348366407;0.278902289;0.128855319;0.238498398;0.441855567;0.285753022;0.109622224;0.159561263;0.377757088;0.270660817;0.131814112;0.215236938;0.344172653;0.272215136;0.137482366;0.240795614
S29;form_right;0.23664548;0.209140639;0.154476923;0.385245607;0.382648443;0.233564062;0.147090567;0.229971102;0.429239272;0.296786113;0.120676658;0.149447455;0.34312103;0.231879972;0.147276626;0.269393317;0.315818036;0.235422131;0.187373885;0.254403048
S30;form_right;0.114240265;0.150687191;0.215974577;0.512846577;0.112229941;0.138521402;0.271925807;0.472170905;0.099872956;0.139229483;0.309756615;0.445347144;0.08739328;0.115889353;0.307358056;0.483367139;0.085394198;0.138972745;0.318442232;0.451302157
S31;form_right;0.150726666;0.132626926;0.200182698;0.499796444;0.175947954;0.175768363;0.191062914;0.44471742;0.226786791;0.231142124;0.155213272;0.375881127;0.191889403;0.213636315;0.172265541;0.411282524;0.169583442;0.153388236;0.174500118;0.487517854
S32;form_right;0.191056845;0.255757282;0.23870826;0.309174236;0.216246427;0.232839511;0.28305425;0.265164274;0.242353639;0.251835081;0.282142144;0.221562018;0.206496619;0.246579304;0.279632897;0.264438538;0.196847331;0.242793332;0.301872566;0.255728968
S33;form_right;0.27959876;0.220861136;0.146897042;0.344170733;0.31416348;0.178318158;0.154125679;0.341880094;0.347975994;0.208897668;0.130831836;0.301375536;0.281060623;0.162651222;0.153255597;0.392337032;0.280427525;0.182414663;0.165565029;0.35973221
S34;form_right;0.134798886;0.180828769;0.295174168;0.379817602;0.212771751;0.186258974;0.271634335;0.320962892;0.306825573;0.228127197;0.247691155;0.21212441;0.178730689;0.200236854;0.329997253;0.284383922;0.147320848;0.146647032;0.3786329;0.320317697
S35;form_right;0.228489933;0.301225277;0.15866871;0.301542891;0.250554273;0.344144411;0.168402188;0.231352089;0.326681369;0.341919336;0.151713317;0.176459351;0.247073787;0.333522092;0.167313383;0.246648553;0.233193939;0.28782014;0.198515783;0.275305159
S36;form_right;0.155161066;0.175189048;0.222106956;0.432909564;0.23058404;0.277707431;0.241302019;0.243380085;0.282004125;0.329278111;0.246995978;0.139015206;0.202167846;0.270428344;0.305454402;0.216511208;0.190468986;0.281265666;0.285238781;0.235945432
S37;form_right;0.219865969;0.272737877;0.153898308;0.348152684;0.184057057;0.221472169;0.211598945;0.379639545;0.198276441;0.220679298;0.234449381;0.344760054;0.176660455;0.230413753;0.219518326;0.37033161;0.152423875;0.194722321;0.225775047;0.424697095
