Subject;Test;DeltaOz;ThetaOz;AlphaOz;BetaOz;DeltaO1O2;ThetaO1O2;AlphaO1O2;BetaO1O2;DeltaPO;ThetaPO;AlphaPO;BetaPO;DeltaPOL;ThetaPOL;AlphaPOL;BetaPOL;DeltaPOR;ThetaPOR;AlphaPOR;BetaPOR
S19;Reposo_EEG _AO;0.208907798;0.314295403;0.288917434;0.185213647;0.202807327;0.268663948;0.327437945;0.197635413;0.191739633;0.255354617;0.359020565;0.189431762;0.142324363;0.268215564;0.362131989;0.220618829;0.19508112;0.248381996;0.374955101;0.179571188
S20;Reposo_EEG _AO;0.424227998;0.268283831;0.162228582;0.144378231;0.190849231;0.210749147;0.286036239;0.310873717;0.162158489;0.164969255;0.306319458;0.363862799;0.193218336;0.196198731;0.312541768;0.296321807;0.200029168;0.196982285;0.281289381;0.319354446
S22;Reposo_EEG _AO;0.22033672;0.201525427;0.129016347;0.429747419;0.172355003;0.19718176;0.213314018;0.404489763;0.187145384;0.209479778;0.260739486;0.336921068;0.158832162;0.208674794;0.213601875;0.406181861;0.18766832;0.188057139;0.221803165;0.390343951
S24;Reposo_EEG _AO;0.239411385;0.328904913;0.241296463;0.18863771;0.222933535;0.321719308;0.234109027;0.219468634;0.260652103;0.317073815;0.215585648;0.204590926;0.201356642;0.317912979;0.255032042;0.223349041;0.244646742;0.305201901;0.246683403;0.201302251
S25;Reposo_EEG _AO;0.203035909;0.234400368;0.155910795;0.397782166;0.17291559;0.220648877;0.191410366;0.409065279;0.241483089;0.252739039;0.157622387;0.344481899;0.187158073;0.208348216;0.168887403;0.429527576;0.151518251;0.183542047;0.179145446;0.481409619
S26;Reposo_EEG _AO;0.144811569;0.308471197;0.290405214;0.252100185;0.072116298;0.29732045;0.39636979;0.230583083;0.100823281;0.30358784;0.393840829;0.198558663;0.074167124;0.271583446;0.399806974;0.249605863;0.109530307;0.274548903;0.415838521;0.197549006
S27;Reposo_EEG _AO;0.155525433;0.379507788;0.243179621;0.219251247;0.094900058;0.49244388;0.267891912;0.143591418;0.072882574;0.56576444;0.254691971;0.105828315;0.094086359;0.455256154;0.305983998;0.143513822;0.074378361;0.474608718;0.301712054;0.147975831
S28;Reposo_EEG _AO;0.357907058;0.310736037;0.17287582;0.155866076;0.253159888;0.195014855;0.318160157;0.230258451;0.254794501;0.178564349;0.326357071;0.237853186;0.259583003;0.212202737;0.298743528;0.227190318;0.18009432;0.142443676;0.396931457;0.27797289
S29;Reposo_EEG _AO;0.162714701;0.193922579;0.367522353;0.266157547;0.113398062;0.132805041;0.565708523;0.183747343;0.188666265;0.143961066;0.526493874;0.13787755;0.116664995;0.15128762;0.534778667;0.191421929;0.086129492;0.107252473;0.632310932;0.170977606
S30;Reposo_EEG _AO;0.099574717;0.21903878;0.30496989;0.373057443;0.091883546;0.188952198;0.317099511;0.398345044;0.096598377;0.159509889;0.377049915;0.363093449;0.08155255;0.1687108;0.370912972;0.376304761;0.074777177;0.144413646;0.413370038;0.364318229
S31;Reposo_EEG _AO;0.332572975;0.221793754;0.178524881;0.263416601;0.334134925;0.253452688;0.179672731;0.229265689;0.312574947;0.331330838;0.168365014;0.184650839;0.305941998;0.274655316;0.169498136;0.246639191;0.293704881;0.292432279;0.190756976;0.219160607
S32;Reposo_EEG _AO;0.135092203;0.264566946;0.300307173;0.297525903;0.164368608;0.202269716;0.340622026;0.290698044;0.201803739;0.216586929;0.322852749;0.256694475;0.164499929;0.189583082;0.35943915;0.284081795;0.151218329;0.215857804;0.34166998;0.288898651
S33;Reposo_EEG _AO;0.127308335;0.148879039;0.293399001;0.425481378;0.097993881;0.124187806;0.344888809;0.427037722;0.13963132;0.152694548;0.294331841;0.406395372;0.095867018;0.137260826;0.292894315;0.468400875;0.082790559;0.125619713;0.395574073;0.388919752
S34;Reposo_EEG _AO;0.045399437;0.076905082;0.781278527;0.095307921;0.029325331;0.060538655;0.825452489;0.084162542;0.04226225;0.082444504;0.792117376;0.082714977;0.031528015;0.07284087;0.804253536;0.090739986;0.029296439;0.067189163;0.815374907;0.087460544
S36;Reposo_EEG _AO;0.178046755;0.200275421;0.28473756;0.328809057;0.2510358;0.211632408;0.363423432;0.169487363;0.310388454;0.238202976;0.333418861;0.1144945;0.208199975;0.203695653;0.410168275;0.174041938;0.20858304;0.182972652;0.366319627;0.233057397
S37;Reposo_EEG _AO;0.247093116;0.228397806;0.246316715;0.276595017;0.189725665;0.18534389;0.316764982;0.306744023;0.171368939;0.186150842;0.345894947;0.295038488;0.184619249;0.189236714;0.318046917;0.306695608;0.156167791;0.164127633;0.34313527;0.335083288
S2;Reposo_EEG;0.084274014;0.201487068;0.537996972;0.169335418;0.069030264;0.131210451;0.590972933;0.200204766;0.072147971;0.109768218;0.594885797;0.214555509;0.062187389;0.120997046;0.573040757;0.232266151;0.068567234;0.111963024;0.670300946;0.145218454
S3;Reposo_EEG;0.129752836;0.141818082;0.294098256;0.432593025;0.105326067;0.132403893;0.278378404;0.481521348;0.115038311;0.122314911;0.286978031;0.472940926;0.110094479;0.116783947;0.298931301;0.471989;0.080700624;0.118565868;0.322477922;0.475892618
S5;Reposo_EEG;0.058222969;0.080276474;0.509030069;0.350691699;0.069633325;0.081479043;0.492206397;0.354887236;0.101530297;0.105112813;0.463702107;0.32786402;0.067520677;0.075908188;0.48916576;0.364947241;0.072784084;0.083950598;0.519846535;0.322242658
S6;Reposo_EEG;0.072897328;0.12568435;0.60266697;0.19572306;0.04788344;0.110856753;0.582124157;0.25316228;0.051565874;0.109542341;0.566956012;0.265748812;0.056288905;0.113465391;0.549672512;0.273485164;0.035139566;0.082018473;0.676232575;0.201832527
S7;Reposo_EEG;0.195539237;0.253267508;0.347262422;0.200275812;0.091141657;0.220715077;0.368952016;0.314429454;0.121071866;0.182030077;0.300320125;0.38722195;0.187584752;0.224105646;0.308748788;0.27588741;0.15036833;0.182743005;0.356199943;0.304559825
S10;Reposo_EEG;0.046024186;0.105495539;0.740327578;0.105825812;0.049808872;0.077252211;0.729788469;0.139597451;0.065375838;0.080526231;0.699697254;0.150334714;0.046026187;0.071993556;0.754244763;0.12462115;0.048898875;0.074528517;0.742697584;0.130524745
S11;Reposo_EEG;0.05679092;0.068744778;0.778342223;0.094905793;0.031642031;0.040658811;0.846635203;0.079947435;0.023027635;0.033809733;0.87434553;0.06780678;0.022152139;0.035320247;0.875324974;0.066445264;0.023200981;0.031312211;0.871080842;0.073190522
S13;Reposo_EEG;0.205198193;0.222247612;0.185734879;0.382843269;0.175149074;0.176624066;0.207953411;0.43653499;0.184607654;0.204058495;0.201741109;0.40583096;0.195857634;0.172661759;0.199217296;0.428344172;0.185229591;0.179803193;0.188590645;0.442794514
S14;Reposo_EEG;0.123002082;0.142456723;0.58786154;0.145013898;0.11123515;0.112794808;0.593687731;0.179632783;0.099443084;0.099083354;0.583171626;0.214779568;0.088403754;0.096668765;0.601725299;0.210329224;0.092048957;0.11234411;0.626354141;0.166922519
S15;Reposo_EEG;0.035499593;0.080759879;0.75632748;0.125534594;0.025144715;0.06433802;0.76873096;0.139406255;0.031239329;0.067398591;0.768606115;0.130960666;0.027090603;0.066511541;0.778304098;0.125944499;0.024321785;0.070845954;0.769485062;0.133757413
S16;Reposo_EEG;0.134461145;0.163576543;0.52949572;0.170416137;0.070174534;0.126091634;0.574502279;0.224427731;0.057810872;0.116945868;0.596025058;0.223470816;0.07448564;0.127096002;0.582062343;0.211151803;0.045667606;0.095339775;0.661639766;0.193635539
S18;Reposo_EEG;0.155612236;0.276217385;0.296412815;0.268988361;0.121803385;0.221344557;0.316563319;0.335844515;0.128436339;0.210779161;0.32407976;0.332117003;0.100113673;0.220423736;0.363145606;0.312531728;0.121654201;0.185267784;0.353834449;0.336226083
S19;Reposo_EEG;0.103513269;0.230890014;0.533972493;0.129876276;0.081523626;0.205851259;0.579687108;0.131299188;0.070423092;0.208664055;0.585607206;0.13324467;0.075896006;0.212717135;0.558711271;0.150703873;0.071426721;0.211525628;0.590173673;0.125530215
S20;Reposo_EEG;0.097505912;0.103204504;0.670500556;0.128141749;0.076903466;0.06194811;0.719899833;0.140695415;0.051340183;0.051545351;0.756723306;0.139754503;0.046130787;0.051075234;0.760819795;0.141365929;0.031232099;0.037581742;0.799591947;0.131166242
S22;Reposo_EEG;0.113077965;0.129640326;0.309647611;0.424037747;0.082199013;0.10193396;0.463773837;0.337458014;0.11294036;0.096827805;0.51712563;0.265687591;0.099085176;0.098857901;0.444968905;0.341507635;0.081465004;0.105837932;0.475510308;0.324491662
S24;Reposo_EEG;0.078346676;0.069474141;0.792051919;0.059393913;0.036896226;0.032056372;0.872361685;0.057907385;0.033632913;0.034009973;0.871126772;0.060400682;0.045052741;0.042964594;0.839448861;0.071762799;0.018393616;0.022222865;0.913243523;0.045611906
S25;Reposo_EEG;0.094669445;0.133350225;0.236356026;0.525523254;0.074378321;0.118600898;0.255009206;0.546412143;0.098012051;0.13547646;0.217536881;0.544733945;0.070877321;0.119808169;0.247864184;0.554618627;0.061407297;0.112031018;0.226519838;0.593892629
S26;Reposo_EEG;0.100323978;0.240852873;0.400259025;0.255348224;0.04550265;0.200026928;0.549163135;0.2036623;0.041005653;0.181184125;0.607314477;0.169343867;0.039560124;0.157253831;0.628603797;0.17293961;0.045807081;0.151555564;0.629674091;0.171418333
S27;Reposo_EEG;0.075185881;0.121205392;0.604818836;0.196159824;0.030069369;0.084575785;0.806330278;0.078215612;0.025388796;0.081295235;0.832570864;0.060090343;0.026101769;0.070480913;0.824343165;0.078147274;0.036227724;0.082371674;0.787439508;0.092821238
S28;Reposo_EEG;0.221513101;0.191018996;0.437418045;0.148275076;0.074475729;0.103276904;0.687651944;0.133602484;0.051755516;0.080248419;0.743612195;0.123574519;0.08309149;0.092454983;0.68100182;0.142757538;0.046312427;0.06180209;0.766446298;0.124375656
S29;Reposo_EEG;0.053648048;0.071127437;0.706106795;0.164252818;0.027265527;0.049742336;0.826031248;0.095934408;0.022035282;0.050573835;0.850928576;0.075932646;0.023105274;0.050066756;0.844424834;0.081243624;0.021693529;0.047339296;0.83480723;0.095305742
S30;Reposo_EEG;0.109020954;0.167148824;0.389120703;0.333325484;0.122065911;0.179869732;0.363380155;0.332699565;0.087888193;0.198967827;0.395875675;0.314956722;0.086168781;0.166627223;0.409986133;0.335601928;0.105066296;0.180222553;0.414471485;0.298121822
S31;Reposo_EEG;0.093786048;0.161263491;0.325434863;0.409929632;0.100613661;0.126022052;0.415383452;0.347486103;0.212511742;0.17703849;0.367511855;0.23652803;0.139023535;0.154078837;0.311693839;0.382427803;0.215852911;0.131266499;0.409845877;0.235910554
S32;Reposo_EEG;0.064721261;0.15075259;0.609652004;0.171638707;0.047461569;0.111341078;0.710168937;0.128927261;0.046294651;0.120490678;0.722176217;0.109531706;0.043217147;0.104563215;0.736725473;0.113610674;0.045751037;0.121051083;0.717010533;0.114611693
S33;Reposo_EEG;0.067415936;0.12233818;0.503529604;0.304329585;0.039961438;0.096937627;0.571155869;0.288256125;0.035625771;0.086307537;0.595797637;0.277857174;0.040500108;0.088737707;0.590489975;0.277113266;0.03083117;0.071996827;0.602013633;0.292027504
S34;Reposo_EEG;0.047777221;0.07715967;0.780099639;0.093708844;0.025077249;0.050440181;0.848093668;0.075548949;0.027576684;0.056479461;0.848234823;0.066992363;0.027818746;0.054454863;0.843691268;0.073152166;0.024085721;0.051261395;0.840018326;0.083784996
S36;Reposo_EEG;0.050778443;0.170920042;0.693038836;0.084680919;0.030957525;0.132530597;0.783739305;0.052462975;0.030032278;0.136101305;0.793875031;0.039771344;0.028817046;0.121722883;0.807906183;0.041272098;0.030039433;0.143795878;0.781334287;0.044608159
S37;Reposo_EEG;0.049722266;0.158464239;0.650777495;0.14018558;0.038065168;0.118728891;0.728197255;0.114436434;0.036563025;0.095233898;0.765610582;0.102056151;0.03669618;0.111277615;0.735980802;0.115597185;0.039882444;0.098606932;0.741687824;0.119122824
S2;acuity_left;0.135231437;0.285038152;0.221678716;0.344886577;0.113905297;0.232563858;0.220489606;0.420299649;0.116671737;0.201425583;0.227049074;0.443186319;0.102567721;0.197919211;0.226152281;0.45716837;0.139562403;0.249305533;0.21298518;0.388041021
S3;acuity_left;0.439398629;0.303615333;0.103988482;0.150437037;0.318845581;0.294338327;0.142176047;0.241206573;0.225885289;0.283623848;0.167106085;0.318737694;0.265413739;0.289826112;0.164215269;0.276268034;0.295302461;0.305033987;0.140994273;0.254677235
S5;acuity_left;0.137650149;0.254406471;0.44071298;0.164514211;0.125498615;0.245993975;0.435390023;0.189355432;0.155375736;0.197350968;0.427290629;0.215616604;0.137291091;0.164221536;0.509391506;0.18534125;0.137800088;0.228471147;0.419769012;0.210878399
S6;acuity_left;0.211978484;0.360175028;0.197617372;0.227430962;0.160070567;0.288434786;0.230191129;0.317905662;0.154574712;0.202026159;0.251536454;0.387076423;0.166417413;0.23086487;0.258460915;0.341319743;0.178982331;0.270814826;0.238771041;0.306587458
S7;acuity_left;0.250492442;0.390644059;0.156807708;0.199849112;0.178337953;0.324817719;0.191962548;0.302634821;0.171398736;0.297375719;0.207194377;0.321587263;0.168253621;0.33070472;0.196666204;0.301849687;0.214672128;0.323117004;0.195904428;0.263589563
S10;acuity_left;0.29027565;0.331130421;0.155754092;0.220553631;0.159905482;0.255753635;0.20135913;0.378653666;0.15027136;0.21400247;0.230450824;0.399375051;0.171286814;0.247122481;0.224454663;0.352231414;0.142302083;0.257880352;0.211362899;0.383166814
S11;acuity_left;0.247602441;0.339293527;0.227024525;0.183941304;0.230875939;0.322417734;0.214607547;0.228461763;0.228352461;0.315659283;0.230105177;0.221648306;0.225503533;0.336147305;0.234240211;0.200440338;0.24000222;0.291104126;0.239866819;0.225272204
S13;acuity_left;0.210225158;0.400853734;0.134474677;0.248822431;0.155303249;0.378812998;0.170417455;0.292257028;0.150622712;0.312284773;0.174215009;0.358133534;0.145992849;0.346056305;0.18679781;0.317653135;0.16268982;0.325034505;0.165602451;0.341685587
S14;acuity_left;0.277466582;0.218748621;0.252854637;0.247536696;0.213232913;0.196909806;0.226312447;0.35257439;0.20048213;0.192666985;0.203242946;0.387597343;0.176028958;0.199743962;0.208880811;0.402370254;0.240824897;0.190444362;0.261192593;0.297357119
S15;acuity_left;0.13390387;0.370753826;0.273584836;0.21861299;0.107349928;0.307111216;0.313044432;0.267226742;0.10285126;0.219122422;0.412326546;0.260036923;0.087178892;0.23188096;0.39100791;0.283961124;0.098442971;0.228322539;0.432562401;0.236945135
S16;acuity_left;0.236753867;0.298375153;0.186004224;0.274062998;0.116814091;0.214882872;0.230901407;0.43042516;0.122494538;0.204253537;0.21627123;0.450276232;0.13862935;0.231520252;0.217242202;0.407678431;0.123858021;0.22330408;0.20298187;0.441446119
S18;acuity_left;0.224477687;0.303958701;0.213766835;0.252799629;0.16795844;0.271672811;0.262724724;0.293004418;0.128597532;0.283233369;0.29841719;0.286186806;0.15241286;0.259482569;0.289903889;0.294026867;0.16711697;0.257243533;0.294618282;0.276565032
S19;acuity_left;0.183165772;0.372439264;0.242682052;0.198879021;0.181076893;0.361526832;0.243464931;0.210896473;0.197830182;0.299773589;0.253303505;0.245305182;0.165364015;0.279242379;0.273979758;0.27693305;0.185132938;0.326492958;0.26242641;0.222209425
S20;acuity_left;0.300793883;0.360694542;0.174120312;0.16328162;0.218586037;0.345267855;0.187572853;0.247075808;0.190668423;0.284016185;0.201256795;0.32143244;0.21793891;0.258612622;0.225273102;0.296428831;0.229308459;0.346402571;0.188932708;0.233355787
S22;acuity_left;0.266034335;0.39670526;0.155597425;0.170259005;0.190370575;0.396924396;0.211666256;0.193245004;0.18507471;0.359790072;0.23235776;0.217012169;0.20859902;0.351572194;0.205155972;0.225923208;0.184801185;0.408448853;0.208025482;0.189661671
S24;acuity_left;0.222131686;0.418774773;0.185185949;0.1713757;0.192919872;0.392711425;0.194838063;0.216466476;0.216567941;0.36956828;0.183624853;0.227677314;0.182871772;0.394792954;0.199237616;0.220351761;0.221896931;0.370559834;0.18695913;0.218056613
S25;acuity_left;0.166423378;0.221930608;0.174085822;0.42880813;0.137516686;0.194790858;0.184976887;0.471496473;0.143604777;0.192634677;0.17150036;0.47950402;0.102624937;0.147522376;0.174063312;0.56063822;0.121212963;0.179436816;0.171083873;0.515112132
S26;acuity_left;0.093366631;0.3641652;0.295415672;0.243173797;0.094362876;0.350262611;0.337010504;0.21561574;0.121716397;0.341119291;0.342929581;0.192658508;0.136212496;0.320410017;0.357056515;0.184495103;0.10016809;0.340129474;0.31454552;0.242210428
S27;acuity_left;0.071986026;0.35206712;0.479459367;0.094544033;0.042536392;0.351199484;0.542876857;0.06259439;0.041433851;0.388572723;0.517447953;0.052019798;0.037131674;0.292326039;0.608332033;0.061478358;0.046100257;0.35783293;0.531549546;0.063621097
S28;acuity_left;0.260447493;0.401426903;0.17147202;0.161763544;0.2029976;0.408576554;0.204056961;0.179620575;0.232552113;0.393094016;0.188386443;0.181381447;0.27631471;0.372054823;0.181396685;0.166528314;0.169841691;0.404461191;0.219033467;0.201078974
S29;acuity_left;0.188473883;0.326492;0.222587779;0.252588177;0.209332081;0.315391993;0.231846095;0.236510986;0.272131447;0.311801692;0.194797546;0.215063815;0.235415097;0.267030185;0.2305132;0.258349932;0.208133869;0.30453731;0.223855778;0.255960357
S30;acuity_left;0.145814767;0.227765738;0.234222514;0.387193401;0.093271784;0.249422554;0.25395327;0.398916679;0.086289645;0.218848358;0.243613764;0.445818401;0.090933481;0.188138837;0.241346179;0.475033241;0.078166603;0.222039898;0.257035547;0.438484822
S31;acuity_left;0.197874399;0.299895537;0.225183891;0.274271495;0.189081567;0.348301983;0.21069888;0.247990009;0.259699829;0.358324969;0.182848241;0.195795767;0.192305816;0.326599145;0.204158236;0.272846446;0.289256634;0.32218699;0.196394076;0.188846965
S32;acuity_left;0.171135219;0.274073622;0.187711445;0.358876481;0.189738355;0.254270046;0.227907629;0.323780724;0.194167247;0.273280213;0.256475592;0.273575044;0.196263899;0.248980046;0.25583286;0.294849239;0.18213044;0.271670474;0.227903919;0.31437676
S33;acuity_left;0.196645774;0.229746232;0.156409727;0.403526598;0.197308704;0.237597275;0.167582099;0.376155301;0.196532454;0.245865751;0.187970681;0.347575021;0.177407438;0.228291611;0.198737558;0.373878608;0.182585603;0.242174049;0.187134926;0.37320333
S34;acuity_left;0.168157145;0.236399478;0.457155359;0.136490063;0.114276282;0.184097022;0.543004101;0.156933005;0.108911685;0.160766827;0.596787591;0.132213268;0.086105786;0.143614593;0.618439039;0.149933767;0.091358979;0.120395749;0.651619356;0.135189364
S36;acuity_left;0.191867369;0.34160676;0.232386708;0.230719539;0.179753861;0.335160079;0.305851989;0.177153382;0.19154186;0.344175548;0.327303474;0.135643226;0.156632452;0.311103461;0.36140921;0.169335673;0.168192013;0.333114087;0.324204087;0.171400679
S37;acuity_left;0.186386307;0.34614798;0.254210572;0.211012282;0.185580636;0.32409413;0.257730723;0.230627874;0.194464211;0.274553595;0.281672493;0.247717842;0.219616953;0.24589157;0.284275204;0.248187022;0.172760968;0.299147289;0.262589207;0.264029468
